tool,id,cwe
semgrep,php.laravel.security.laravel-mail-command-injection.laravel-mail-command-injection,CWE-78
semgrep,php.laravel.security.laravel-native-sql-injection.laravel-native-sql-injection,CWE-89
semgrep,php.laravel.security.laravel-path-traversal-storage.laravel-path-traversal-storage,CWE-22
semgrep,php.laravel.security.laravel-path-traversal.laravel-path-traversal,CWE-22
semgrep,php.laravel.security.laravel-raw-sql-injection.laravel-raw-sql-injection,CWE-89
semgrep,php.laravel.security.laravel-sql-injection.laravel-sql-injection,CWE-89
semgrep,php.laravel.security.laravel-unsafe-entity-loader.laravel-unsafe-entity-loader,CWE-611
semgrep,php.laravel.security.laravel-unsafe-validator.laravel-unsafe-validator,CWE-89
semgrep,php.laravel.security.laravel-xml-unsafe-parser-flags.laravel-xml-unsafe-parser-flags,CWE-611
semgrep,php.secrets.database-password.database-password,CWE-798
semgrep,php.symfony.security.audit.symfony-csrf-protection-disabled.symfony-csrf-protection-disabled,CWE-352
semgrep,php.symfony.security.audit.symfony-non-literal-redirect.symfony-non-literal-redirect,CWE-601
semgrep,php.symfony.security.audit.symfony-permissive-cors.symfony-permissive-cors,CWE-346
semgrep,problem-based-packs.insecure-transport.go-stdlib.bypass-tls-verification.bypass-tls-verification,CWE-319
semgrep,problem-based-packs.insecure-transport.go-stdlib.disallow-old-tls-versions.disallow-old-tls-versions,CWE-319
semgrep,problem-based-packs.insecure-transport.go-stdlib.ftp-request.ftp-request,CWE-319
semgrep,problem-based-packs.insecure-transport.go-stdlib.gorequest-http-request.gorequest-http-request,CWE-319
semgrep,problem-based-packs.insecure-transport.go-stdlib.grequests-http-request.grequests-http-request,CWE-319
semgrep,problem-based-packs.insecure-transport.go-stdlib.http-customized-request.http-customized-request,CWE-319
semgrep,problem-based-packs.insecure-transport.go-stdlib.http-request.http-request,CWE-319
semgrep,problem-based-packs.insecure-transport.go-stdlib.sling-http-request.sling-http-request,CWE-319
semgrep,problem-based-packs.insecure-transport.go-stdlib.telnet-request.telnet-request,CWE-319
semgrep,problem-based-packs.insecure-transport.java-spring.bypass-tls-verification.bypass-tls-verification,CWE-319
semgrep,problem-based-packs.insecure-transport.java-spring.spring-ftp-request.spring-ftp-request,CWE-319
semgrep,problem-based-packs.insecure-transport.java-spring.spring-http-request.spring-http-request,CWE-319
semgrep,problem-based-packs.insecure-transport.java-stdlib.bypass-tls-verification.bypass-tls-verification,CWE-319
semgrep,problem-based-packs.insecure-transport.java-stdlib.disallow-old-tls-versions1.disallow-old-tls-versions1,CWE-319
semgrep,problem-based-packs.insecure-transport.java-stdlib.disallow-old-tls-versions2.disallow-old-tls-versions2,CWE-319
semgrep,problem-based-packs.insecure-transport.java-stdlib.ftp-request.ftp-request,CWE-319
semgrep,problem-based-packs.insecure-transport.java-stdlib.http-components-request.http-components-request,CWE-319
semgrep,problem-based-packs.insecure-transport.java-stdlib.httpclient-http-request.httpclient-http-request,CWE-319
semgrep,problem-based-packs.insecure-transport.java-stdlib.httpget-http-request.httpget-http-request,CWE-319
semgrep,problem-based-packs.insecure-transport.java-stdlib.httpurlconnection-http-request.httpurlconnection-http-request,CWE-319
semgrep,problem-based-packs.insecure-transport.java-stdlib.socket-request.socket-request,CWE-319
semgrep,problem-based-packs.insecure-transport.java-stdlib.telnet-request.telnet-request,CWE-319
semgrep,problem-based-packs.insecure-transport.java-stdlib.tls-renegotiation.tls-renegotiation,CWE-319
semgrep,problem-based-packs.insecure-transport.java-stdlib.unirest-http-request.unirest-http-request,CWE-319
semgrep,problem-based-packs.insecure-transport.js-node.bypass-tls-verification.bypass-tls-verification,CWE-319
semgrep,problem-based-packs.insecure-transport.js-node.disallow-old-tls-versions1.disallow-old-tls-versions1,CWE-319
semgrep,problem-based-packs.insecure-transport.js-node.disallow-old-tls-versions2.disallow-old-tls-versions2,CWE-319
semgrep,problem-based-packs.insecure-transport.js-node.ftp-request.ftp-request,CWE-319
semgrep,problem-based-packs.insecure-transport.js-node.http-request.http-request,CWE-319
semgrep,problem-based-packs.insecure-transport.js-node.rest-http-client-support.rest-http-client-support,CWE-319
semgrep,problem-based-packs.insecure-transport.js-node.telnet-request.telnet-request,CWE-319
semgrep,problem-based-packs.insecure-transport.js-node.using-http-server.using-http-server,CWE-319
semgrep,problem-based-packs.insecure-transport.ruby-stdlib.http-client-requests.http-client-requests,CWE-319
semgrep,problem-based-packs.insecure-transport.ruby-stdlib.net-ftp-request.net-ftp-request,CWE-319
semgrep,problem-based-packs.insecure-transport.ruby-stdlib.net-http-request.net-http-request,CWE-319
semgrep,problem-based-packs.insecure-transport.ruby-stdlib.net-telnet-request.net-telnet-request,CWE-319
semgrep,problem-based-packs.insecure-transport.ruby-stdlib.openuri-request.openuri-request,CWE-319
semgrep,python.airflow.security.audit.formatted-string-bashoperator.formatted-string-bashoperator,CWE-78
semgrep,python.aws-lambda.code.tainted-code-stdlib-aws-lambda.tainted-code-stdlib-aws-lambda,CWE-94
semgrep,python.aws-lambda.deserialization.tainted-dill-aws-lambda.tainted-dill-aws-lambda,CWE-502
semgrep,python.aws-lambda.deserialization.tainted-json-aws-lambda.tainted-json-aws-lambda,CWE-502
semgrep,python.aws-lambda.deserialization.tainted-jsonpickle-aws-lambda.tainted-jsonpickle-aws-lambda,CWE-502
semgrep,python.aws-lambda.deserialization.tainted-marshal-aws-lambda.tainted-marshal-aws-lambda,CWE-502
semgrep,python.aws-lambda.deserialization.tainted-numpy-pickle-aws-lambda.tainted-numpy-pickle-aws-lambda,CWE-502
semgrep,python.aws-lambda.deserialization.tainted-pandas-hdf-aws-lambda.tainted-pandas-hdf-aws-lambda,CWE-502
semgrep,python.aws-lambda.deserialization.tainted-pandas-pickle-aws-lambda.tainted-pandas-pickle-aws-lambda,CWE-502
semgrep,python.aws-lambda.deserialization.tainted-pickle-aws-lambda.tainted-pickle-aws-lambda,CWE-502
semgrep,python.aws-lambda.deserialization.tainted-pyyaml-aws-lambda.tainted-pyyaml-aws-lambda,CWE-502
semgrep,python.aws-lambda.deserialization.tainted-ruamel-aws-lambda.tainted-ruamel-aws-lambda,CWE-502
semgrep,python.aws-lambda.deserialization.tainted-shelve-aws-lambda.tainted-shelve-aws-lambda,CWE-502
semgrep,python.aws-lambda.deserialization.tainted-torch-pickle-aws-lambda.tainted-torch-pickle-aws-lambda,CWE-502
semgrep,python.aws-lambda.file.tainted-path-traversal-stdlib-aws-lambda.tainted-path-traversal-stdlib-aws-lambda,CWE-22
semgrep,python.aws-lambda.file.tainted-shelve-aws-lambda.tainted-shelve-aws-lambda,CWE-22
semgrep,python.aws-lambda.os.tainted-os-command-stdlib-aws-lambda-secure-default.tainted-os-command-stdlib-aws-lambda-secure-default,CWE-78
semgrep,python.aws-lambda.os.tainted-os-command-stdlib-aws-lambda-secure-if-array.tainted-os-command-stdlib-aws-lambda-secure-if-array,CWE-78
semgrep,python.aws-lambda.os.tainted-os-command-stdlib-aws-lambda.tainted-os-command-stdlib-aws-lambda,CWE-78
semgrep,python.aws-lambda.security.dangerous-asyncio-create-exec.dangerous-asyncio-create-exec,CWE-78
semgrep,python.aws-lambda.security.dangerous-asyncio-exec.dangerous-asyncio-exec,CWE-78
semgrep,python.aws-lambda.security.dangerous-asyncio-shell.dangerous-asyncio-shell,CWE-78
semgrep,python.aws-lambda.security.dangerous-spawn-process.dangerous-spawn-process,CWE-78
semgrep,python.aws-lambda.security.dangerous-subprocess-use.dangerous-subprocess-use,CWE-78
semgrep,python.aws-lambda.security.dangerous-system-call.dangerous-system-call,CWE-78
semgrep,python.aws-lambda.security.dynamodb-filter-injection.dynamodb-filter-injection,CWE-943
semgrep,python.aws-lambda.security.mysql-sqli.mysql-sqli,CWE-89
semgrep,python.aws-lambda.security.psycopg-sqli.psycopg-sqli,CWE-89
semgrep,python.aws-lambda.security.pymssql-sqli.pymssql-sqli,CWE-89
semgrep,python.aws-lambda.security.pymysql-sqli.pymysql-sqli,CWE-89
semgrep,python.aws-lambda.security.sqlalchemy-sqli.sqlalchemy-sqli,CWE-89
semgrep,python.aws-lambda.security.tainted-code-exec.tainted-code-exec,CWE-95
semgrep,python.aws-lambda.security.tainted-html-response.tainted-html-response,CWE-79
semgrep,python.aws-lambda.security.tainted-html-string.tainted-html-string,CWE-79
semgrep,python.aws-lambda.security.tainted-pickle-deserialization.tainted-pickle-deserialization,CWE-502
semgrep,python.aws-lambda.security.tainted-sql-string.tainted-sql-string,CWE-89
semgrep,python.bcrypt.bcrypt-hardcoded-salt.bcrypt-hardcoded-salt,CWE-327
semgrep,python.boto3.security.hardcoded-token.hardcoded-token,CWE-798
semgrep,python.cassandra.python-cassandra-empty-password.python-cassandra-empty-password,CWE-287
semgrep,python.cassandra.python-cassandra-hardcoded-secret.python-cassandra-hardcoded-secret,CWE-798
semgrep,python.cherrypy.file.tainted-path-traversal-stdlib-cherrypy.tainted-path-traversal-stdlib-cherrypy,CWE-22
semgrep,python.cherrypy.net.tainted-cherrypy-http-request-requests.tainted-cherrypy-http-request-requests,CWE-918
semgrep,python.cherrypy.os.tainted-os-command-stdlib-cherrypy.tainted-os-command-stdlib-cherrypy,CWE-78
semgrep,python.couchbase.python-couchbase-empty-password.python-couchbase-empty-password,CWE-287
semgrep,python.couchbase.python-couchbase-hardcoded-secret.python-couchbase-hardcoded-secret,CWE-798
semgrep,python.cryptography.cryptography-diffie-hellman-key-exchange.cryptography-diffie-hellman-key-exchange,CWE-327
semgrep,python.cryptography.cryptography-dsa.cryptography-dsa,CWE-327
semgrep,python.cryptography.cryptography-insecure-random.cryptography-insecure-random,CWE-327
semgrep,python.cryptography.cryptography-rsa-pkcs1-encrypt.cryptography-rsa-pkcs1-encrypt,CWE-327
semgrep,python.cryptography.cryptography-rsa-pkcs1-signature.cryptography-rsa-pkcs1-signature,CWE-327
semgrep,python.cryptography.security.empty-aes-key.empty-aes-key,CWE-310
semgrep,python.cryptography.security.insecure-cipher-algorithms-arc4.insecure-cipher-algorithm-arc4,CWE-327
semgrep,python.cryptography.security.insecure-cipher-algorithms-blowfish.insecure-cipher-algorithm-blowfish,CWE-327
semgrep,python.cryptography.security.insecure-cipher-algorithms.insecure-cipher-algorithm-idea,CWE-327
semgrep,python.cryptography.security.insecure-cipher-mode-ecb.insecure-cipher-mode-ecb,CWE-327
semgrep,python.cryptography.security.insecure-hash-algorithms-md5.insecure-hash-algorithm-md5,CWE-327
semgrep,python.cryptography.security.insecure-hash-algorithms.insecure-hash-algorithm-sha1,CWE-327
semgrep,python.cryptography.security.insufficient-dsa-key-size.insufficient-dsa-key-size,CWE-326
semgrep,python.cryptography.security.insufficient-ec-key-size.insufficient-ec-key-size,CWE-326
semgrep,python.cryptography.security.insufficient-rsa-key-size.insufficient-rsa-key-size,CWE-326
semgrep,python.distributed.security.require-encryption,CWE-319
semgrep,python.django.ai.prompt-injection-django.prompt-injection-django,CWE-75
semgrep,python.django.code.tainted-code-stdlib-django.tainted-code-stdlib-django,CWE-94
semgrep,python.django.db.aiosqlite-django.aiosqlite-django,CWE-89
semgrep,python.django.db.djangoorm-django.djangoorm-django,CWE-89
semgrep,python.django.db.peewee-django.peewee-django,CWE-89
semgrep,python.django.db.ponyorm-django.ponyorm-django,CWE-89
semgrep,python.django.db.pymongo-django.pymongo-django,CWE-943
semgrep,python.django.db.sqlalchemy-connection-django.sqlalchemy-connection-django,CWE-89
semgrep,python.django.db.sqlalchemy-django-relationship.sqlalchemy-django-relationship,CWE-94
semgrep,python.django.db.sqlalchemy-django.sqlalchemy-django,CWE-89
semgrep,python.django.db.sqlobject-connection-django.sqlobject-connection-django,CWE-89
semgrep,python.django.db.sqlobject-django.sqlobject-django,CWE-89
semgrep,python.django.deserialization.tainted-dill-django.tainted-dill-django,CWE-502
semgrep,python.django.deserialization.tainted-joblib-django.tainted-joblib-django,CWE-502
semgrep,python.django.deserialization.tainted-json-django.tainted-json-django,CWE-502
semgrep,python.django.deserialization.tainted-jsonpickle-django.tainted-jsonpickle-django,CWE-502
semgrep,python.django.deserialization.tainted-marshal-django.tainted-marshal-django,CWE-502
semgrep,python.django.deserialization.tainted-numpy-pickle-django.tainted-numpy-pickle-django,CWE-502
semgrep,python.django.deserialization.tainted-pandas-hdf-django.tainted-pandas-hdf-django,CWE-502
semgrep,python.django.deserialization.tainted-pandas-pickle-django.tainted-pandas-pickle-django,CWE-502
semgrep,python.django.deserialization.tainted-pickle-django.tainted-pickle-django,CWE-502
semgrep,python.django.deserialization.tainted-pyyaml-django.tainted-pyyaml-django,CWE-502
semgrep,python.django.deserialization.tainted-ruamel-django.tainted-ruamel-django,CWE-502
semgrep,python.django.deserialization.tainted-shelve-django.tainted-shelve-django,CWE-502
semgrep,python.django.deserialization.tainted-torch-pickle-django.tainted-torch-pickle-django,CWE-502
semgrep,python.django.file.tainted-file-response-django.tainted-filename-response-django,CWE-22
semgrep,python.django.file.tainted-path-traversal-aiofile-django.tainted-path-traversal-aiofile-django,CWE-22
semgrep,python.django.file.tainted-path-traversal-fs-django.tainted-path-traversal-fs-django,CWE-22
semgrep,python.django.file.tainted-path-traversal-openpyxl-django.tainted-path-traversal-openpyxl-django,CWE-22
semgrep,python.django.file.tainted-path-traversal-pillow-django.tainted-path-traversal-pillow-django,CWE-22
semgrep,python.django.file.tainted-path-traversal-stdlib-django.tainted-path-traversal-stdlib-django,CWE-22
semgrep,python.django.file.tainted-path-traversal-toml-django.tainted-path-traversal-toml-django,CWE-22
semgrep,python.django.file.tainted-pickleshare-django.tainted-pickleshare-django,CWE-22
semgrep,python.django.file.tainted-shelve-django.tainted-shelve-django,CWE-22
semgrep,python.django.log.tainted-log-injection-stdlib-django.tainted-log-injection-stdlib-django,CWE-117
semgrep,python.django.net.tainted-django-http-request-aiohttp.tainted-django-http-request-aiohttp,CWE-918
semgrep,python.django.net.tainted-django-http-request-boto3.tainted-django-http-request-boto3,CWE-918
semgrep,python.django.net.tainted-django-http-request-httplib2.tainted-django-http-request-httplib2,CWE-918
semgrep,python.django.net.tainted-django-http-request-httpx.tainted-django-http-request-httpx,CWE-918
semgrep,python.django.net.tainted-django-http-request-paramiko.tainted-django-http-request-paramiko,CWE-918
semgrep,python.django.net.tainted-django-http-request-pycurl.tainted-django-http-request-pycurl,CWE-918
semgrep,python.django.net.tainted-django-http-request-requests.tainted-django-http-request-requests,CWE-918
semgrep,python.django.net.tainted-django-http-request-urllib3.tainted-django-http-request-urllib3,CWE-918
semgrep,python.django.os.tainted-dotenv-variable-django.tainted-dotenv-variable-django,CWE-454
semgrep,python.django.os.tainted-environ-variable-django.tainted-environ-variable-django,CWE-454
semgrep,python.django.os.tainted-os-command-paramiko-django.tainted-os-command-paramiko-django,CWE-78
semgrep,python.django.os.tainted-os-command-stdlib-django-secure-default.tainted-os-command-stdlib-django-secure-default,CWE-78
semgrep,python.django.os.tainted-os-command-stdlib-django-secure-if-array.tainted-os-command-stdlib-django-secure-if-array,CWE-78
semgrep,python.django.os.tainted-os-command-stdlib-django.tainted-os-command-stdlib-django,CWE-78
semgrep,python.django.regex.tainted-regex-stdlib-django.tainted-regex-stdlib-django,CWE-1333
semgrep,python.django.security.audit.avoid-insecure-deserialization.avoid-insecure-deserialization,CWE-502
semgrep,python.django.security.audit.avoid-mark-safe.avoid-mark-safe,CWE-79
semgrep,python.django.security.audit.csrf-exempt.no-csrf-exempt,CWE-352
semgrep,python.django.security.audit.custom-expression-as-sql.custom-expression-as-sql,CWE-89
semgrep,python.django.security.audit.django-rest-framework.missing-throttle-config.missing-throttle-config,CWE-400
semgrep,python.django.security.audit.extends-custom-expression.extends-custom-expression,CWE-89
semgrep,python.django.security.audit.query-set-extra.avoid-query-set-extra,CWE-89
semgrep,python.django.security.audit.raw-query.avoid-raw-sql,CWE-89
semgrep,python.django.security.audit.secure-cookies.django-secure-set-cookie,CWE-614
semgrep,python.django.security.audit.templates.debug-template-tag.debug-template-tag,CWE-489
semgrep,python.django.security.audit.unvalidated-password.unvalidated-password,CWE-521
semgrep,python.django.security.audit.xss.class-extends-safestring.class-extends-safestring,CWE-79
semgrep,python.django.security.audit.xss.context-autoescape-off.context-autoescape-off,CWE-79
semgrep,python.django.security.audit.xss.direct-use-of-httpresponse.direct-use-of-httpresponse,CWE-79
semgrep,python.django.security.audit.xss.filter-with-is-safe.filter-with-is-safe,CWE-79
semgrep,python.django.security.audit.xss.formathtml-fstring-parameter.formathtml-fstring-parameter,CWE-79
semgrep,python.django.security.audit.xss.global-autoescape-off.global-autoescape-off,CWE-79
semgrep,python.django.security.audit.xss.html-magic-method.html-magic-method,CWE-79
semgrep,python.django.security.audit.xss.html-safe.html-safe,CWE-79
semgrep,python.django.security.audit.xss.template-autoescape-off.template-autoescape-off,CWE-79
semgrep,python.django.security.audit.xss.template-blocktranslate-no-escape.template-blocktranslate-no-escape,CWE-79
semgrep,python.django.security.audit.xss.template-translate-as-no-escape.template-translate-as-no-escape,CWE-79
semgrep,python.django.security.audit.xss.template-var-unescaped-with-safeseq.template-var-unescaped-with-safeseq,CWE-79
semgrep,python.django.security.django-no-csrf-token.django-no-csrf-token,CWE-352
semgrep,python.django.security.django-using-request-post-after-is-valid.django-using-request-post-after-is-valid,CWE-20
semgrep,python.django.security.globals-as-template-context.globals-as-template-context,CWE-96
semgrep,python.django.security.hashids-with-django-secret.hashids-with-django-secret,CWE-327
semgrep,python.django.security.injection.code.globals-misuse-code-execution.globals-misuse-code-execution,CWE-96
semgrep,python.django.security.injection.code.user-eval-format-string.user-eval-format-string,CWE-95
semgrep,python.django.security.injection.code.user-eval.user-eval,CWE-95
semgrep,python.django.security.injection.code.user-exec-format-string.user-exec-format-string,CWE-95
semgrep,python.django.security.injection.code.user-exec.user-exec,CWE-95
semgrep,python.django.security.injection.command.command-injection-os-system.command-injection-os-system,CWE-78
semgrep,python.django.security.injection.command.subprocess-injection.subprocess-injection,CWE-78
semgrep,python.django.security.injection.email.xss-html-email-body.xss-html-email-body,CWE-74
semgrep,python.django.security.injection.email.xss-send-mail-html-message.xss-send-mail-html-message,CWE-74
semgrep,python.django.security.injection.mass-assignment.mass-assignment,CWE-915
semgrep,python.django.security.injection.open-redirect.open-redirect,CWE-601
semgrep,python.django.security.injection.path-traversal.path-traversal-file-name.path-traversal-file-name,CWE-22
semgrep,python.django.security.injection.path-traversal.path-traversal-join.path-traversal-join,CWE-22
semgrep,python.django.security.injection.path-traversal.path-traversal-open.path-traversal-open,CWE-22
semgrep,python.django.security.injection.raw-html-format.raw-html-format,CWE-79
semgrep,python.django.security.injection.reflected-data-httpresponse.reflected-data-httpresponse,CWE-79
semgrep,python.django.security.injection.reflected-data-httpresponsebadrequest.reflected-data-httpresponsebadrequest,CWE-79
semgrep,python.django.security.injection.request-data-fileresponse.request-data-fileresponse,CWE-22
semgrep,python.django.security.injection.request-data-write.request-data-write,CWE-93
semgrep,python.django.security.injection.sql.sql-injection-extra.sql-injection-using-extra-where,CWE-89
semgrep,python.django.security.injection.sql.sql-injection-rawsql.sql-injection-using-rawsql,CWE-89
semgrep,python.django.security.injection.sql.sql-injection-using-db-cursor-execute.sql-injection-db-cursor-execute,CWE-89
semgrep,python.django.security.injection.sql.sql-injection-using-raw.sql-injection-using-raw,CWE-89
semgrep,python.django.security.injection.ssrf.ssrf-injection-requests.ssrf-injection-requests,CWE-918
semgrep,python.django.security.injection.ssrf.ssrf-injection-urllib.ssrf-injection-urllib,CWE-918
semgrep,python.django.security.injection.tainted-sql-string.tainted-sql-string,CWE-915
semgrep,python.django.security.injection.tainted-url-host.tainted-url-host,CWE-918
semgrep,python.django.security.locals-as-template-context.locals-as-template-context,CWE-96
semgrep,python.django.security.nan-injection.nan-injection,CWE-704
semgrep,python.django.security.passwords.password-empty-string.password-empty-string,CWE-521
semgrep,python.django.security.passwords.use-none-for-password-default.use-none-for-password-default,CWE-521
semgrep,python.django.web.django-cookie-httponly-false.django-cookie-httponly-false,CWE-1004
semgrep,python.django.web.django-cookie-httponly-missing.django-cookie-httponly-missing,CWE-1004
semgrep,python.django.web.django-cookie-samesite-missing.django-cookie-samesite-missing,CWE-1275
semgrep,python.django.web.django-cookie-samesite-none.django-cookie-samesite-none,CWE-1275
semgrep,python.django.web.django-cookie-secure-false.django-cookie-secure-false,CWE-614
semgrep,python.django.web.django-cookie-secure-missing.django-cookie-secure-missing,CWE-614
semgrep,python.django.web.django-crispy-forms-disable-csrf.django-crispy-forms-disable-csrf,CWE-352
semgrep,python.django.web.tainted-direct-response-django.tainted-direct-response-django,CWE-79
semgrep,python.django.web.tainted-redirect-django.tainted-redirect-django,CWE-601
semgrep,python.django.xml.tainted-django-xml-libxml2.tainted-django-xml-libxml2,CWE-611
semgrep,python.django.xml.tainted-django-xml-lxml.tainted-django-xml-lxml,CWE-611
semgrep,python.django.xml.tainted-django-xml-stdlib.tainted-django-xml-stdlib,CWE-776
semgrep,python.django.xml.tainted-django-xml-xpath-stdlib.tainted-django-xml-xpath-stdlib,CWE-643
semgrep,python.docker.security.audit.docker-arbitrary-container-run.docker-arbitrary-container-run,CWE-250
semgrep,python.elasticsearch.python-elasticsearch-hardcoded-bearer-auth.python-elasticsearch-hardcoded-bearer-auth,CWE-798
semgrep,python.elasticsearch.python-elasticsearch-hardcoded-secret-url.python-elasticsearch-hardcoded-secret-url,CWE-798
semgrep,python.elasticsearch.python-elasticsearch-hardcoded-secret.python-elasticsearch-hardcoded-secret,CWE-798
semgrep,python.fastapi.ai.prompt-injection-fastapi.prompt-injection-fastapi,CWE-75
semgrep,python.fastapi.code.tainted-code-stdlib-fastapi.tainted-code-stdlib-fastapi,CWE-94
semgrep,python.fastapi.db.aiosqlite-fastapi.aiosqlite-fastapi,CWE-89
semgrep,python.fastapi.db.generic-sql-fastapi.generic-sql-fastapi,CWE-89
semgrep,python.fastapi.db.peewee-fastapi.peewee-fastapi,CWE-89
semgrep,python.fastapi.db.ponyorm-fastapi.ponyorm-fastapi,CWE-89
semgrep,python.fastapi.db.pymongo-fastapi.pymongo-fastapi,CWE-943
semgrep,python.fastapi.db.sqlalchemy-connection-fastapi.sqlalchemy-connection-fastapi,CWE-89
semgrep,python.fastapi.db.sqlalchemy-fastapi-relationship.sqlalchemy-fastapi-relationship,CWE-94
semgrep,python.fastapi.db.sqlalchemy-fastapi.sqlalchemy-fastapi,CWE-89
semgrep,python.fastapi.db.sqlobject-connection-fastapi.sqlobject-connection-fastapi,CWE-89
semgrep,python.fastapi.db.sqlobject-fastapi.sqlobject-fastapi,CWE-89
semgrep,python.fastapi.deserialization.tainted-dill-fastapi.tainted-dill-fastapi,CWE-502
semgrep,python.fastapi.deserialization.tainted-joblib-fastapi.tainted-joblib-fastapi,CWE-502
semgrep,python.fastapi.deserialization.tainted-jsonpickle-fastapi.tainted-jsonpickle-fastapi,CWE-502
semgrep,python.fastapi.deserialization.tainted-marshal-fastapi.tainted-marshal-fastapi,CWE-502
semgrep,python.fastapi.deserialization.tainted-numpy-pickle-fastapi.tainted-numpy-pickle-fastapi,CWE-502
semgrep,python.fastapi.deserialization.tainted-pandas-hdf-fastapi.tainted-pandas-hdf-fastapi,CWE-502
semgrep,python.fastapi.deserialization.tainted-pandas-pickle-fastapi.tainted-pandas-pickle-fastapi,CWE-502
semgrep,python.fastapi.deserialization.tainted-pickle-fastapi.tainted-pickle-fastapi,CWE-502
semgrep,python.fastapi.deserialization.tainted-pyyaml-fastapi.tainted-pyyaml-fastapi,CWE-502
semgrep,python.fastapi.deserialization.tainted-ruamel-fastapi.tainted-ruamel-fastapi,CWE-502
semgrep,python.fastapi.deserialization.tainted-torch-pickle-fastapi.tainted-torch-pickle-fastapi,CWE-502
semgrep,python.fastapi.file.tainted-path-traversal-aiofile-fastapi.tainted-path-traversal-aiofile-fastapi,CWE-22
semgrep,python.fastapi.file.tainted-path-traversal-fastapi.tainted-path-traversal-fastapi,CWE-22
semgrep,python.fastapi.file.tainted-path-traversal-fs-fastapi.tainted-path-traversal-fs-fastapi,CWE-22
semgrep,python.fastapi.file.tainted-path-traversal-openpyxl-fastapi.tainted-path-traversal-openpyxl-fastapi,CWE-22
semgrep,python.fastapi.file.tainted-path-traversal-pillow-fastapi.tainted-path-traversal-pillow-fastapi,CWE-22
semgrep,python.fastapi.file.tainted-path-traversal-stdlib-fastapi.tainted-path-traversal-stdlib-fastapi,CWE-22
semgrep,python.fastapi.file.tainted-path-traversal-toml-fastapi.tainted-path-traversal-toml-fastapi,CWE-22
semgrep,python.fastapi.file.tainted-pickleshare-fastapi.tainted-pickleshare-fastapi,CWE-22
semgrep,python.fastapi.file.tainted-shelve-fastapi.tainted-shelve-fastapi,CWE-22
semgrep,python.fastapi.log.tainted-log-injection-stdlib-fastapi.tainted-log-injection-stdlib-fastapi,CWE-117
semgrep,python.fastapi.net.tainted-fastapi-http-request-aiohttp.tainted-fastapi-http-request-aiohttp,CWE-918
semgrep,python.fastapi.net.tainted-fastapi-http-request-boto3.tainted-fastapi-http-request-boto3,CWE-918
semgrep,python.fastapi.net.tainted-fastapi-http-request-httplib2.tainted-fastapi-http-request-httplib2,CWE-918
semgrep,python.fastapi.net.tainted-fastapi-http-request-httpx.tainted-fastapi-http-request-httpx,CWE-918
semgrep,python.fastapi.net.tainted-fastapi-http-request-paramiko.tainted-fastapi-http-request-paramiko,CWE-918
semgrep,python.fastapi.net.tainted-fastapi-http-request-pycurl.tainted-fastapi-http-request-pycurl,CWE-918
semgrep,python.fastapi.net.tainted-fastapi-http-request-requests.tainted-fastapi-http-request-requests,CWE-918
semgrep,python.fastapi.net.tainted-fastapi-http-request-urllib3.tainted-fastapi-http-request-urllib3,CWE-918
semgrep,python.fastapi.os.tainted-dotenv-variable-fastapi.tainted-dotenv-variable-fastapi,CWE-454
semgrep,python.fastapi.os.tainted-environ-variable-fastapi.tainted-environ-variable-fastapi,CWE-454
semgrep,python.fastapi.os.tainted-os-command-paramiko-fastapi.tainted-os-command-paramiko-fastapi,CWE-78
semgrep,python.fastapi.os.tainted-os-command-stdlib-fastapi-secure-default.tainted-os-command-stdlib-fastapi-secure-default,CWE-78
semgrep,python.fastapi.os.tainted-os-command-stdlib-fastapi-secure-if-array.tainted-os-command-stdlib-fastapi-secure-if-array,CWE-78
semgrep,python.fastapi.os.tainted-os-command-stdlib-fastapi.tainted-os-command-stdlib-fastapi,CWE-78
semgrep,python.fastapi.regex.tainted-regex-stdlib-fastapi.tainted-regex-stdlib-fastapi,CWE-1333
semgrep,python.fastapi.security.wildcard-cors.wildcard-cors,CWE-942
semgrep,python.fastapi.web.fastapi-cookie-httponly-false.fastapi-cookie-httponly-false,CWE-1004
semgrep,python.fastapi.web.fastapi-cookie-httponly-missing.fastapi-cookie-httponly-missing,CWE-1004
semgrep,python.fastapi.web.fastapi-cookie-samesite-none.fastapi-cookie-samesite-none,CWE-1275
semgrep,python.fastapi.web.fastapi-cookie-secure-false.fastapi-cookie-secure-false,CWE-614
semgrep,python.fastapi.web.fastapi-cookie-secure-missing.fastapi-cookie-secure-missing,CWE-614
semgrep,python.fastapi.web.tainted-direct-response-fastapi.tainted-direct-response-fastapi,CWE-79
semgrep,python.fastapi.web.tainted-redirect-fastapi.tainted-redirect-fastapi,CWE-601
semgrep,python.fastapi.xml.tainted-fastapi-xml-libxml2.tainted-fastapi-xml-libxml2,CWE-611
semgrep,python.fastapi.xml.tainted-fastapi-xml-lxml.tainted-fastapi-xml-lxml,CWE-611
semgrep,python.fastapi.xml.tainted-fastapi-xml-stdlib.tainted-fastapi-xml-stdlib,CWE-776
semgrep,python.fastapi.xml.tainted-fastapi-xml-xpath-stdlib.tainted-fastapi-xml-xpath-stdlib,CWE-643
semgrep,python.flask.ai.prompt-injection-flask.prompt-injection-flask,CWE-75
semgrep,python.flask.caching.query-string.flask-cache-query-string,CWE-unknown
